carat,cut,color,clarity,table,x,y,z,price_new
0.42,Ideal,D,VS1,57,4.8,4.76,2.98,675
0.42,Ideal,D,VS1,56,4.86,4.82,2.97,675
0.8,Good,G,I1,55,5.91,5.81,3.73,675
0.5,Fair,G,VS1,57,5.03,4.91,3.27,675
0.63,Premium,F,SI2,61,5.55,5.5,3.33,675.5
0.5,Very Good,G,VS2,58,5.08,5.1,3.1,675.5
0.5,Very Good,G,VS2,57,5.04,5.12,3.15,675.5
0.5,Very Good,E,SI1,58,5.09,5.13,3.1,675.5
0.53,Ideal,I,VVS2,56,5.26,5.3,3.21,675.5
0.4,Ideal,F,VVS2,55,4.71,4.74,2.92,675.5
0.49,Premium,E,VS2,59,5.2,5.14,3.04,675.5
0.52,Ideal,G,SI1,54,5.18,5.2,3.23,676
0.53,Good,D,SI2,65,5.46,5.51,2.98,676
0.59,Ideal,J,VS2,57,5.47,5.42,3.31,676
0.59,Ideal,I,SI1,55,5.41,5.39,3.33,676
0.4,Ideal,D,VVS2,57,4.74,4.78,2.9,676.5
0.53,Ideal,H,VS2,54,5.17,5.2,3.24,676.5
0.53,Ideal,H,VS2,54,5.19,5.21,3.24,676.5
0.53,Ideal,H,VS2,54,5.21,5.23,3.24,676.5
0.46,Ideal,H,VS1,55,4.95,4.99,3.08,676.5
0.47,Good,F,VS1,60,4.96,4.87,3.15,676.5
0.52,Very Good,F,SI1,61,5.21,5.27,3.16,677
0.5,Very Good,D,SI1,56,5.01,5.06,3.19,677
0.5,Very Good,D,SI1,62,5.03,5.09,3.13,677
0.5,Very Good,E,SI1,61,5.09,5.13,3.1,677
0.5,Premium,G,VS2,60,5.14,5.16,3.06,677
0.5,Very Good,G,VS2,58,5.15,5.19,3.12,677
0.4,Ideal,D,VVS1,55,4.78,4.82,2.95,677
0.51,Ideal,H,SI1,55,5.12,5.16,3.17,677
0.51,Ideal,H,SI1,57,5.17,5.22,3.17,677
0.52,Ideal,G,SI1,57,5.23,5.27,3.17,677
0.5,Good,F,VS2,63,5.08,5.1,3.04,677
0.55,Premium,F,SI1,58,5.26,5.23,3.3,677
0.53,Good,E,SI1,56,5.15,5.19,3.26,677.5
0.57,Ideal,I,VS1,56,5.33,5.35,3.29,677.5
0.51,Ideal,E,SI1,54,5.17,5.21,3.16,677.5
0.46,Premium,E,VS1,58,4.98,4.95,3.08,677.5
0.59,Premium,G,SI1,58,5.48,5.43,3.26,677.5
0.54,Very Good,F,SI1,60,5.13,5.12,3.23,678
0.61,Very Good,I,SI1,55,5.39,5.43,3.43,678
0.58,Ideal,D,SI2,54,5.4,5.43,3.34,678
0.58,Ideal,D,SI2,57,5.29,5.34,3.37,678
0.51,Ideal,E,SI1,54,5.15,5.19,3.18,678
0.41,Premium,F,VVS1,58,4.87,4.84,2.86,678
0.41,Ideal,F,VVS1,53,4.8,4.77,2.98,678
0.41,Premium,F,VVS1,56,4.79,4.78,2.97,678
0.41,Ideal,F,VVS1,56,4.83,4.79,2.93,678
0.41,Ideal,F,VVS1,56,4.85,4.8,2.91,678
0.41,Ideal,F,VVS1,56,4.85,4.81,2.93,678
0.41,Ideal,F,VVS1,57,4.79,4.75,2.96,678
0.41,Ideal,F,VVS1,55,4.78,4.76,2.95,678
0.41,Ideal,F,VVS1,56,4.79,4.77,2.96,678
0.41,Ideal,F,VVS1,57,4.8,4.77,2.95,678
0.41,Ideal,F,VVS1,57,4.77,4.73,2.96,678
0.41,Premium,F,VVS1,59,4.79,4.73,2.92,678
0.41,Premium,F,VVS1,59,4.77,4.74,2.94,678
0.41,Ideal,F,VVS1,55,4.78,4.74,2.95,678
0.41,Ideal,F,VVS1,55,4.79,4.74,2.97,678
0.41,Ideal,F,VVS1,57,4.79,4.75,2.95,678
0.41,Ideal,D,VVS2,57,4.76,4.74,2.96,678
0.41,Premium,D,VVS2,58,4.79,4.75,2.95,678
0.41,Ideal,D,VVS2,55,4.77,4.76,2.97,678
0.41,Premium,D,VVS2,62,4.82,4.78,2.94,678
0.41,Ideal,D,VVS2,56,4.78,4.76,2.96,678
0.41,Premium,D,VVS2,58,4.75,4.72,2.96,678
0.54,Premium,G,SI1,59,5.27,5.23,3.19,678
0.53,Premium,H,VS2,59,5.33,5.26,3.13,678
0.54,Premium,E,SI1,61,5.31,5.28,3.15,678
0.5,Very Good,F,VS2,61,5.04,5.09,3.08,678.5
0.51,Very Good,E,SI1,57,5.17,5.2,3.16,678.5
0.57,Ideal,E,SI2,57,5.49,5.46,3.22,678.5
0.52,Ideal,I,VS1,56,5.19,5.16,3.18,678.5
0.52,Good,F,SI1,62,5.07,4.96,3.2,678.5
0.54,Very Good,E,SI1,58,5.23,5.37,3.19,679
0.43,Ideal,F,VVS1,57,4.81,4.84,2.99,679
0.43,Ideal,F,VVS1,55,4.85,4.88,3.03,679
0.43,Ideal,F,VVS1,56,4.87,4.9,2.98,679
0.43,Very Good,F,VVS1,56,4.86,4.9,3,679
0.43,Premium,F,VVS1,58,4.88,4.91,2.95,679
0.43,Ideal,F,VVS1,55,4.81,4.85,3,679
0.55,Ideal,G,SI2,56,5.28,5.31,3.26,679
0.45,Ideal,G,VVS1,57,4.95,4.91,3.03,679
0.45,Ideal,G,VVS1,56,4.96,4.93,3.05,679
0.45,Premium,D,VS1,59,4.98,4.96,3.01,679
0.56,Fair,E,SI1,61,5.22,5.09,3.33,679
0.4,Very Good,D,VVS2,58.3,4.73,4.74,2.9,679.5
0.53,Very Good,F,SI1,57,5.16,5.23,3.2,679.5
0.53,Ideal,F,SI1,57,5.21,5.24,3.15,679.5
0.53,Ideal,F,SI1,55,5.17,5.22,3.25,679.5
0.61,Premium,F,SI1,56,5.47,5.43,3.29,679.5
0.39,Ideal,G,VVS1,56,4.73,4.77,2.88,679.5
0.54,Ideal,H,VS2,56,5.24,5.26,3.25,679.5
0.5,Ideal,E,SI2,56,5.16,5.19,3.14,679.5
0.58,Ideal,E,SI2,58,5.32,5.35,3.33,679.5
0.57,Ideal,D,SI2,56,5.3,5.34,3.3,679.5
0.32,Ideal,E,IF,56,4.38,4.42,2.7,679.5
0.51,Ideal,D,SI2,55,5.23,5.17,3.11,679.5
0.51,Ideal,D,SI2,56,5.18,5.16,3.16,679.5
0.51,Premium,D,SI2,58,5.12,5.08,3.16,679.5
0.51,Ideal,D,SI2,57,5.12,5.1,3.21,679.5
0.51,Ideal,D,SI2,56,5.15,5.1,3.17,679.5
0.51,Ideal,D,SI2,55,5.15,5.12,3.21,679.5
0.51,Premium,H,VS2,61,5.26,5.23,3.07,679.5
0.53,Ideal,F,SI1,56,5.19,5.23,3.22,680
0.53,Ideal,F,SI1,55,5.19,5.21,3.22,680
0.56,Very Good,G,SI1,55,5.28,5.33,3.28,680.5
0.54,Premium,E,SI1,58,5.27,5.3,3.18,680.5
0.54,Good,H,VS1,58,5.12,5.16,3.25,680.5
0.54,Good,H,VS1,60,5.13,5.16,3.25,680.5
0.59,Good,F,SI1,58,5.46,5.5,3.24,680.5
0.51,Good,E,SI1,62,5.29,5.24,3.02,680.5
0.59,Very Good,E,SI2,58,5.33,5.39,3.37,681
0.71,Fair,J,SI2,58,5.53,5.43,3.62,681
0.5,Good,H,VVS2,64.3,5.01,5.03,3.11,681
0.39,Premium,E,VVS1,58,4.73,4.69,2.86,681
0.39,Premium,G,IF,60,4.78,4.75,2.81,681
0.51,Very Good,E,SI1,57,5.12,5.17,3.13,681.5
0.55,Premium,H,VS2,58,5.24,5.29,3.27,681.5
0.55,Ideal,D,SI2,57,5.26,5.29,3.21,681.5
0.52,Very Good,J,VVS1,55.5,5.17,5.19,3.19,681.5
0.41,Ideal,E,VVS2,55,4.81,4.84,2.97,681.5
0.41,Ideal,E,VVS2,57,4.83,4.86,2.93,681.5
0.51,Good,D,SI1,58,5.21,5.25,3.07,681.5
0.53,Good,G,SI1,56,5.18,5.14,3.29,681.5
0.53,Ideal,F,SI1,57,5.21,5.18,3.24,681.5
0.53,Good,F,SI1,58,5.17,5.12,3.28,681.5
0.53,Good,F,SI1,56,5.16,5.13,3.28,681.5
0.53,Ideal,F,SI1,57,5.18,5.15,3.25,681.5
0.5,Premium,D,SI1,59,5.12,5.08,3.13,681.5
0.53,Fair,E,SI1,53,5.16,5.15,3.33,681.5
0.53,Premium,G,SI1,58,5.21,5.16,3.18,681.5
0.41,Very Good,D,VVS2,55,4.79,4.82,2.95,682
0.57,Good,G,SI1,55,5.29,5.32,3.36,682
0.57,Ideal,G,SI1,56,5.33,5.37,3.3,682
0.57,Good,F,SI1,55,5.26,5.31,3.34,682
0.57,Good,G,SI1,55,5.28,5.3,3.36,682
0.57,Very Good,F,SI1,57,5.37,5.59,3.21,682
0.62,Ideal,F,SI2,55,5.5,5.51,3.4,682
0.32,Premium,H,VS2,58,4.43,4.46,2.7,252.5
0.32,Ideal,H,VS2,56,4.38,4.4,2.7,252.5
0.32,Premium,H,VS2,59,4.39,4.43,2.67,252.5
0.32,Very Good,H,VS2,58,4.33,4.36,2.71,252.5
0.36,Very Good,I,VS2,58,4.52,4.57,2.8,252.5
0.32,Premium,I,VS1,58,4.36,4.4,2.71,252.5
0.32,Ideal,H,VS2,57,4.36,4.38,2.72,252.5
0.36,Premium,E,SI2,58,4.56,4.61,2.82,252.5
0.32,Good,I,VS1,56,4.38,4.4,2.77,252.5
0.26,Very Good,E,VVS2,57,4.1,4.13,2.52,253
0.33,Ideal,G,SI1,56,4.43,4.47,2.74,253
0.3,Premium,F,SI2,58,4.33,4.28,2.64,253
0.3,Premium,I,SI1,61,4.29,4.27,2.65,253
0.3,Premium,I,SI1,62,4.3,4.27,2.64,253
0.3,Premium,F,SI2,61,4.24,4.2,2.64,253
0.3,Very Good,F,SI2,57,4.25,4.22,2.69,253
0.3,Very Good,F,SI2,56,4.29,4.26,2.71,253
0.3,Premium,F,SI2,58,4.32,4.28,2.68,253
0.3,Very Good,F,SI2,55,4.33,4.29,2.73,253
0.3,Ideal,J,VS1,57,4.4,4.37,2.62,253
0.3,Premium,J,VS1,56,4.32,4.28,2.66,253
0.3,Premium,J,VS1,61,4.33,4.3,2.64,253
0.3,Premium,J,VS1,58,4.32,4.27,2.69,253
0.3,Premium,J,VS1,58,4.31,4.28,2.69,253
0.3,Very Good,J,VS1,58,4.27,4.24,2.7,253
0.3,Premium,J,VS1,59,4.28,4.24,2.67,253
0.3,Very Good,J,VS1,55,4.3,4.25,2.71,253
0.3,Premium,J,VS1,58,4.3,4.26,2.67,253
0.3,Good,J,VS1,52,4.29,4.27,2.72,253
0.3,Premium,J,VS1,59,4.27,4.24,2.68,253
0.55,Ideal,D,SI2,56,5.28,5.31,3.26,682
0.55,Premium,E,SI2,58,5.35,5.33,3.19,682
0.42,Very Good,E,VVS1,55,4.85,4.9,2.95,682.5
0.47,Ideal,I,VVS1,55,4.99,5.01,3.08,682.5
0.51,Ideal,H,VS2,56.4,5.15,5.18,3.15,682.5
0.56,Ideal,F,SI1,55,5.32,5.35,3.28,682.5
0.5,Good,E,VS2,60,5.2,5.29,3.03,682.5
0.53,Very Good,G,SI1,57,5.22,5.28,3.16,683.5
0.5,Ideal,I,VVS2,56,5.13,5.16,3.15,683.5
0.46,Premium,F,VS1,58,4.97,5.02,3.02,683.5
0.41,Ideal,E,VVS1,55,4.8,4.83,2.93,683.5
0.41,Ideal,E,VVS1,57,4.8,4.85,2.93,683.5
0.41,Ideal,E,VVS1,56,4.78,4.82,2.96,683.5
0.41,Ideal,G,IF,56,4.77,4.8,2.95,683.5
0.41,Premium,E,VVS1,58,4.75,4.77,2.96,683.5
0.41,Very Good,E,VVS1,59,4.72,4.76,2.98,683.5
0.41,Premium,E,VVS1,58,4.8,4.86,2.93,683.5
0.41,Ideal,E,VVS1,55,4.78,4.79,2.96,683.5
0.41,Ideal,E,VVS1,57,4.77,4.79,2.93,683.5
0.41,Ideal,G,IF,54,4.74,4.78,2.97,683.5
0.41,Ideal,E,VVS1,56,4.79,4.81,2.94,683.5
0.41,Ideal,G,IF,55,4.75,4.78,2.97,683.5
0.41,Ideal,G,IF,57,4.79,4.81,2.93,683.5
0.41,Ideal,G,IF,56,4.77,4.8,2.95,683.5
0.41,Ideal,E,VVS1,55,4.76,4.8,2.93,683.5
0.55,Ideal,I,SI1,56,5.29,5.34,3.26,683.5
0.5,Fair,G,VS1,56,4.85,4.91,3.26,683.5
0.6,Fair,F,SI1,63,5.67,5.61,3.12,683.5
0.6,Good,F,SI1,61,5.24,5.21,3.33,683.5
0.48,Fair,G,VVS2,54,4.95,4.9,3.2,683.5
0.55,Very Good,F,SI1,56,5.22,5.24,3.3,684
0.36,Very Good,E,IF,57,4.6,4.63,2.78,684
0.39,Ideal,F,IF,57,4.68,4.69,2.9,684
0.61,Ideal,E,SI2,54,5.46,5.48,3.39,684
0.54,Ideal,G,SI1,54,5.25,5.27,3.26,684
0.54,Ideal,G,SI1,54,5.26,5.28,3.26,684
0.55,Ideal,F,SI1,58,5.25,5.28,3.21,684
0.55,Very Good,D,SI2,56,5.24,5.21,3.3,684
0.55,Very Good,D,SI2,56,5.24,5.21,3.31,684
0.55,Ideal,D,SI2,57,5.28,5.23,3.22,684
0.5,Ideal,D,SI2,57,5.15,5.12,3.12,684
0.58,Ideal,I,VVS2,56,5.34,5.38,3.32,684.5
0.52,Premium,E,SI1,58,5.2,5.24,3.15,684.5
0.52,Very Good,E,SI1,61,5.17,5.19,3.16,684.5
0.52,Very Good,G,VS2,55,5.13,5.16,3.24,684.5
0.52,Very Good,G,VS2,56,5.09,5.13,3.22,684.5
0.52,Very Good,E,SI1,57,5.09,5.13,3.21,684.5
0.57,Ideal,G,SI1,57,5.4,5.37,3.26,684.5
0.57,Very Good,G,SI1,57,5.26,5.21,3.32,684.5
0.54,Premium,F,SI1,59,5.36,5.3,3.18,684.5
0.54,Ideal,F,SI1,57,5.31,5.29,3.17,684.5
0.42,Ideal,E,VVS1,56,4.91,4.88,2.92,684.5
0.53,Very Good,F,SI1,55,5.22,5.24,3.23,685
0.55,Very Good,F,SI1,59,5.36,5.4,3.18,685
0.55,Very Good,F,SI1,59,5.29,5.35,3.22,685
0.5,Ideal,I,VVS1,53,5.1,5.12,3.19,685
0.5,Ideal,H,VS1,53,5.09,5.14,3.2,685
0.5,Ideal,H,VS1,54,5.12,5.15,3.18,685
0.5,Ideal,H,VS1,53,5.11,5.16,3.18,685
0.5,Ideal,H,VS1,54,5.13,5.16,3.16,685
0.52,Premium,F,SI1,59,5.21,5.17,3.17,685
0.59,Ideal,I,VS2,56,5.39,5.42,3.34,685.5
0.59,Ideal,F,SI2,57,5.45,5.49,3.29,685.5
0.53,Ideal,G,SI1,56,5.22,5.27,3.18,685.5
0.52,Very Good,E,SI2,58,5.05,5.17,3.2,686
0.46,Premium,E,VS1,58,4.91,4.94,3.05,686
0.46,Premium,E,VS1,59,4.93,4.96,3.05,686
0.42,Ideal,E,VS1,57,4.83,4.86,2.95,686
0.63,Ideal,I,SI1,57,5.47,5.49,3.4,686
0.58,Very Good,F,SI1,57,5.24,5.36,3.32,686.5
0.5,Very Good,G,VS2,56,5.05,5.08,3.18,686.5
0.5,Fair,G,VS1,57,5,4.87,3.25,686.5
0.51,Very Good,F,SI1,57,5.1,5.13,3.16,687
0.5,Good,D,SI1,64,5.05,5.07,3.09,687
0.55,Premium,F,SI1,58,5.34,5.3,3.2,687
0.4,Ideal,G,VVS1,55,4.73,4.76,2.93,687
0.55,Ideal,I,VS2,55,5.28,5.32,3.27,687
0.52,Ideal,H,VS2,55,5.17,5.19,3.19,687
0.5,Ideal,F,SI1,63,5.12,5.15,3.09,687
0.33,Ideal,E,VVS1,57,4.46,4.43,2.75,687
0.5,Premium,E,SI1,61,5.07,5.03,3.18,687
0.5,Very Good,E,SI1,61,5.03,4.98,3.18,687
0.5,Very Good,E,SI1,57,5.01,4.94,3.15,687
0.51,Ideal,H,VS2,55,5.16,5.18,3.18,687.5
0.51,Ideal,H,VS2,55,5.16,5.19,3.19,687.5
0.51,Ideal,H,VS2,56,5.14,5.19,3.17,687.5
0.54,Premium,E,SI1,61,5.24,5.15,3.23,687.5
0.41,Very Good,D,VVS1,60,4.71,4.75,2.93,688
0.54,Very Good,F,SI1,60,5.32,5.37,3.17,688
0.5,Very Good,D,SI1,59,5.08,5.12,3.09,688
0.52,Premium,D,SI1,58,5.23,5.18,3.16,688
0.41,Ideal,D,VVS1,55,4.77,4.8,2.95,688
0.51,Ideal,I,VS1,57,5.1,5.13,3.17,688
0.51,Good,H,VS1,61.9,5.18,5.2,3.08,688
0.57,Ideal,F,SI2,58,5.34,5.32,3.3,688
0.52,Ideal,I,VVS2,57,5.18,5.11,3.2,688
0.59,Ideal,G,SI1,56,5.36,5.29,3.38,688
0.58,Very Good,E,SI2,62,5.46,5.49,3.23,688.5
0.51,Ideal,E,SI1,56,5.15,5.17,3.17,688.5
0.53,Ideal,G,SI1,56,5.22,5.29,3.22,688.5
0.57,Ideal,F,SI1,55,5.32,5.36,3.32,688.5
0.45,Ideal,G,IF,53,4.92,4.95,3.1,688.5
0.45,Ideal,G,IF,56,4.96,4.97,3.05,688.5
0.45,Ideal,G,IF,53,4.94,4.99,3.08,688.5
0.45,Ideal,G,IF,57,4.96,5,3.04,688.5
0.39,Ideal,F,IF,56,4.72,4.75,2.89,688.5
0.54,Good,D,SI2,65,5.28,5.32,3.13,688.5
0.55,Premium,G,SI1,61,5.32,5.29,3.19,688.5
0.62,Very Good,I,VS2,57.3,5.48,5.52,3.33,689
0.6,Very Good,J,VS1,56,5.37,5.41,3.37,689
0.46,Very Good,G,VS1,56,5.05,5.1,3.04,689
0.62,Premium,I,VS2,59,5.46,5.5,3.39,689
0.5,Very Good,D,VS2,60,5.15,5.05,3.17,689
0.56,Very Good,D,SI1,63,5.23,5.28,3.27,689
0.6,Very Good,H,SI1,63,5.45,5.41,3.28,689
0.54,Ideal,H,VS2,54,5.22,5.27,3.25,689
0.44,Ideal,G,IF,55,4.91,4.95,3.02,689
0.6,Good,I,VS1,62,5.42,5.49,3.28,689
0.5,Premium,F,SI1,60,5.15,5.12,3.06,689
0.5,Ideal,F,SI1,57,5.09,5.06,3.18,689
0.5,Ideal,F,SI1,56,5.36,5.09,3.13,689
0.6,Premium,F,SI2,59,5.55,5.52,3.26,689
0.58,Very Good,G,SI1,56,5.35,5.39,3.32,689.5
0.54,Very Good,E,SI1,59,5.17,5.2,3.22,689.5
0.51,Very Good,D,SI1,58,5.19,5.24,3.13,690
0.61,Ideal,I,VS2,54,5.44,5.49,3.39,690
0.55,Very Good,E,SI1,58,5.21,5.23,3.3,690.5
0.51,Premium,E,SI1,59,5.07,5.12,3.18,690.5
0.51,Premium,H,VS1,58,5.16,5.19,3.12,690.5
0.54,Ideal,H,VS1,56,5.22,5.25,3.22,690.5
0.51,Premium,G,VS2,58,5.17,5.2,3.17,690.5
0.41,Ideal,E,VVS2,57,4.82,4.77,2.93,690.5
0.52,Very Good,E,SI1,58,5.29,5.33,3.1,691
0.46,Ideal,H,IF,54,4.94,4.98,3.09,691
0.61,Premium,H,SI1,62,5.55,5.51,3.29,691
0.62,Premium,G,SI1,58,5.63,5.56,3.34,691
0.51,Ideal,D,SI2,56,5.18,5.2,3.16,691.5
0.52,Ideal,F,SI1,55,5.14,5.17,3.19,691.5
0.57,Fair,E,SI1,59,5.22,5.18,3.36,691.5
0.53,Ideal,I,VS1,57,5.21,5.18,3.2,691.5
0.53,Premium,I,VS1,58,5.26,5.18,3.25,691.5
0.57,Very Good,E,SI2,57.3,5.42,5.46,3.21,692
0.5,Ideal,H,VS1,58,5.08,5.11,3.14,692
0.57,Ideal,G,SI1,56,5.28,5.32,3.29,692
0.54,Ideal,G,SI1,54,5.27,5.35,3.26,692
0.55,Good,I,VVS2,61,5.32,5.36,3.26,692
0.6,Very Good,E,SI2,56,5.41,5.45,3.41,692.5
0.54,Ideal,F,SI1,57,5.22,5.24,3.25,692.5
0.54,Ideal,F,SI1,55,5.23,5.27,3.22,692.5
0.6,Ideal,E,SI2,57,5.37,5.39,3.36,692.5
0.54,Ideal,F,SI1,57,5.25,5.27,3.18,692.5
0.51,Ideal,H,VS2,57,5.14,5.16,3.16,692.5
0.51,Ideal,E,SI2,56,5.12,5.14,3.18,692.5
0.54,Ideal,F,SI1,55,5.24,5.28,3.24,692.5
0.52,Ideal,H,VS2,57,5.12,5.08,3.16,692.5
0.52,Very Good,H,VS2,58,5.12,5.11,3.25,692.5
0.52,Good,H,VS2,57,5.1,5.05,3.23,692.5
0.52,Good,H,VS2,54,5.12,5.09,3.25,692.5
0.52,Ideal,D,SI2,56,5.12,5.08,3.19,692.5
0.52,Premium,D,SI2,56,5.17,5.14,3.18,692.5
0.52,Ideal,D,SI2,56,5.17,5.14,3.24,692.5
0.52,Premium,D,SI2,59,5.15,5.05,3.18,692.5
0.6,Premium,D,SI2,56,5.43,5.41,3.33,692.5
0.52,Ideal,J,IF,56,5.18,5.12,3.2,692.5
0.51,Very Good,E,SI1,60,5.08,5.03,3.14,693
0.5,Very Good,E,VS2,58,5.07,5.09,3.2,693
0.58,Ideal,H,SI1,56,5.44,5.49,3.31,693
0.5,Very Good,H,VS2,57,5.04,5.07,3.23,693.5
0.57,Very Good,D,SI2,58,5.26,5.31,3.28,693.5
0.51,Very Good,D,SI1,63,5.08,5.03,3.15,693.5
0.52,Premium,E,SI1,58,5.21,5.17,3.16,693.5
0.55,Premium,H,VS2,59,5.36,5.24,3.19,693.5
0.52,Good,E,SI1,54,5.12,5.15,3.27,694
0.58,Good,F,SI1,57,5.29,5.33,3.35,694
0.56,Premium,D,SI2,58,5.32,5.37,3.23,694
0.58,Very Good,G,SI1,57,5.3,5.35,3.35,694
0.58,Good,G,SI1,56,5.3,5.33,3.36,694
0.56,Ideal,H,VS2,57,5.32,5.36,3.25,694
0.56,Ideal,H,VS2,57,5.29,5.33,3.25,694
0.58,Good,G,SI1,56,5.3,5.33,3.39,694
0.42,Ideal,D,VS1,57,4.82,4.79,2.97,694
0.46,Ideal,D,VS2,57,4.93,4.89,3.08,694
0.46,Premium,D,VS2,58,4.97,4.94,3.02,694
0.52,Very Good,H,VS2,58,5.08,5.09,3.23,694.5
0.52,Very Good,H,VS2,55,5.19,5.24,3.2,694.5
0.52,Very Good,E,SI1,59,5.12,5.15,3.23,694.5
0.52,Very Good,E,SI1,56,5.13,5.15,3.23,694.5
0.52,Very Good,E,SI1,57,5.1,5.14,3.21,694.5
0.33,Ideal,F,IF,56,4.41,4.44,2.75,694.5
0.56,Fair,E,SI2,61,5.18,5.14,3.33,694.5
0.58,Ideal,H,SI1,59,5.33,5.36,3.31,694.5
0.52,Ideal,G,SI1,55,5.2,5.24,3.2,694.5
0.52,Ideal,E,SI1,56,5.12,5.16,3.2,694.5
0.52,Ideal,E,SI1,57,5.1,5.14,3.18,694.5
0.52,Ideal,E,SI1,59,5.18,5.23,3.13,694.5
0.5,Good,E,VS2,59,4.89,4.94,3.19,694.5
0.54,Premium,G,SI1,57,5.4,5.24,3.21,694.5
0.54,Very Good,G,SI1,56,5.19,5.16,3.27,694.5
0.54,Ideal,G,SI1,57,5.21,5.18,3.25,694.5
0.54,Very Good,F,SI1,56,5.24,5.21,3.31,694.5
0.42,Ideal,F,VVS1,55,4.84,4.81,2.99,694.5
0.42,Ideal,F,VVS1,56,4.83,4.82,2.96,694.5
0.42,Premium,F,VVS1,58,4.84,4.81,2.92,694.5
0.42,Ideal,D,VVS2,56,4.85,4.82,2.97,694.5
0.42,Ideal,D,VVS2,55,4.81,4.79,2.98,694.5
0.42,Ideal,D,VVS2,55,4.81,4.78,2.98,694.5
0.42,Ideal,D,VVS2,57,4.8,4.77,2.99,694.5
0.42,Ideal,D,VVS2,56,4.79,4.77,2.99,694.5
0.54,Premium,H,VS2,55,5.25,5.22,3.24,694.5
0.54,Ideal,H,VS2,57,5.24,5.2,3.27,694.5
0.54,Premium,H,VS2,58,5.24,5.22,3.22,694.5
0.54,Premium,G,SI1,59,5.2,5.17,3.2,694.5
0.42,Premium,F,IF,56,4.85,4.8,3,694.5
0.54,Premium,I,VS1,58,5.28,5.26,3.24,694.5
0.54,Premium,G,SI1,60,5.4,5.35,3.17,694.5
0.64,Very Good,I,SI1,57,5.47,5.52,3.46,695
0.5,Good,F,VS1,62,5.31,5.22,2.97,695
0.6,Ideal,I,SI1,55,5.39,5.42,3.35,695
0.55,Ideal,F,SI1,56,5.28,5.34,3.24,695
0.42,Very Good,F,VVS1,58,4.77,4.82,2.97,695.5
0.52,Ideal,H,VS2,56.4,5.09,5.16,3.19,695.5
0.59,Very Good,I,VS2,56,5.37,5.33,3.39,695.5
0.59,Very Good,I,VS2,58.4,5.3,5.36,3.32,696
0.54,Very Good,G,SI1,59,5.14,5.18,3.24,696
0.54,Very Good,G,SI1,58,5.15,5.16,3.26,696
0.54,Very Good,G,SI1,57,5.16,5.19,3.3,696
0.58,Ideal,E,SI2,57.1,5.36,5.38,3.3,696
0.53,Very Good,I,VS1,57,5.22,5.25,3.19,696.5
0.51,Very Good,E,VS2,62,5.16,5.27,3.14,696.5
0.46,Ideal,,VVS1,57,4.93,4.98,3.08,696.5
0.55,Ideal,I,VS2,57,5.21,5.23,3.27,696.5
0.46,Ideal,E,VS1,54,4.9,4.94,3.06,696.5
0.58,Very Good,G,SI1,56,5.34,5.28,3.37,696.5
0.51,Ideal,F,SI1,56,5.12,5.15,3.17,697
0.56,Ideal,F,SI1,58,5.36,5.39,3.23,697
0.42,Ideal,G,IF,57,4.79,4.82,3,697
0.5,Good,F,VS2,60,4.99,5.03,3.17,697.5
0.5,Premium,F,VS2,60,5.13,5.17,3.16,697.5
0.5,Good,D,SI1,59,5.02,5.04,3.18,697.5
0.53,Very Good,E,SI1,58,5.19,5.23,3.21,697.5
0.53,Good,G,VS2,58,5.13,5.16,3.26,697.5
0.53,Premium,E,SI1,58,5.11,5.19,3.2,697.5
0.5,Very Good,D,SI1,61,5.04,5.08,3.18,697.5
0.5,Premium,H,VS1,58,5.22,5.17,3.13,697.5
0.42,Ideal,D,VS1,56,4.84,4.86,2.98,697.5
0.62,Ideal,G,SI2,57,5.53,5.56,3.36,697.5
0.52,Ideal,J,SI1,56,5.12,5.16,3.2,697.5
0.54,Ideal,G,SI1,55.1,5.25,5.27,3.23,697.5
0.5,Good,E,VS2,57,5.12,5.18,3.08,697.5
0.73,Premium,G,I1,58,5.82,5.74,3.61,697.5
0.5,Very Good,F,VS2,56,5.04,5.07,3.17,698
0.51,Very Good,G,VS2,55,5.13,5.16,3.15,698.5
0.57,Very Good,E,SI1,58,5.28,5.32,3.29,698.5
0.57,Ideal,F,SI1,56,5.36,5.33,3.29,698.5
0.51,Ideal,H,VS2,57,5.07,5.1,3.2,698.5
0.57,Ideal,H,SI1,57,5.32,5.36,3.3,698.5
0.5,Fair,E,VS2,55,4.98,4.94,3.29,698.5
0.5,Fair,E,VS2,56,5.01,4.95,3.23,698.5
0.5,Good,E,VS2,58,5.03,5.01,3.22,698.5
0.4,Ideal,E,VVS1,56,4.73,4.7,2.95,698.5
0.38,Ideal,F,IF,55,4.66,4.64,2.89,698.5
0.4,Premium,G,IF,58,4.85,4.79,2.88,698.5
0.4,Ideal,G,IF,55,4.79,4.76,2.93,698.5
0.4,Premium,G,IF,58,4.77,4.73,2.89,698.5
0.4,Ideal,G,IF,55,4.76,4.73,2.95,698.5
0.4,Ideal,E,VVS1,57,4.74,4.7,2.91,698.5
0.4,Ideal,E,VVS1,56,4.78,4.75,2.93,698.5
0.4,Ideal,E,VVS1,56,4.73,4.7,2.9,698.5
0.4,Premium,E,VVS1,61,4.74,4.7,2.89,698.5
0.4,Ideal,E,VVS1,57,4.71,4.65,2.94,698.5
